Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-0.632155795520958,0.0,,,151.9
1982,-9.35134156612364,0.0,,,148.2
1983,-0.386858869373114,0.0,,,144.6
1984,-2.40307297668531,0.0,,,141.1
1985,17.9014309337228,18.4422039347362,,,137.7
1986,0.807428063194209,18.3140360832674,,,134.5
1987,-1.86333872953354,17.1652323668102,,,131.6
1988,5.53183183465651,17.6644074470513,,,129.0
1989,2.25655219505548,17.0376023598058,,,126.5
1990,-4.40258734313655,17.0355604256057,,,124.2
1991,9.54848855766951,14.2564120647235,,,122.2
1992,-5.15004662214744,15.1932042931047,,,120.4
1993,1.04367595235742,13.2308020664788,,,118.7
1994,1.56997081294541,10.797153369546,,,117.1
1995,-1.2423257497902,9.87276809957209,,,115.4
1996,4.7730491779561,10.982529944686,,,113.4
1997,2.47361209190086,11.2017517924779,3.3,,111.2
1998,4.88150238749159,18.7419117197672,,,108.7
1999,2.80275294008709,14.6846467933814,,,105.9
2000,-2.9301556994468,16.417436269547,,,102.8
2001,11.958505839455,14.9983561183965,,,99.7
2002,-0.0477183364972404,15.3607043961852,,,96.5
2003,5.70476946829086,15.5665534740095,,,93.4
2004,-1.6757900925741,12.8454196171332,8.75,,90.5
2005,4.04070270122341,11.5789863015268,,,87.8
2006,3.2122977743747,11.5172287091636,,,85.4
2007,0.515195639098593,12.1124626234323,11.71,,83.2
2008,3.09320439384389,13.6862258315851,,,81.1
2009,1.27968064678396,13.433181930636,1.665,,79.1
2010,3.50416521090007,13.9338566772247,8.07,,77.3
2011,0.710472561155001,15.9507964154755,6.9,2.9556439522939,75.5
2012,-3.43193596600638,13.2819922133442,,5.32312847064055,73.9
2013,-0.564984484831172,14.4671941256246,6.351,-0.606736356351496,72.3
2014,4.25477206894614,14.2339850142266,6.375,0.883814547137851,70.8
2015,2.71018231425839,14.3931607640933,7.729,1.45069057605953,69.4
2016,2.70047363998611,14.197455713639,1.367,-1.79964707083378,68.0
2017,2.06891771151898,13.3118876209049,7.414,1.75985742927157,66.6
2018,1.64097526437071,12.7637527443261,1.62,0.299546507387863,65.1
2019,1.8782927302578,12.6301441404934,3.29,-1.65826694846365,63.7
2020,-4.10676610876568,12.3189809600663,3.528,0.438088940320735,62.1
2021,-0.0065243106943881,12.5434586605531,,3.9256028310427,60.5
2022,0.439682902001408,12.7943162828126,2.387,9.62147608489068,59.0
2023,1.64872098565185,13.0596177852379,,2.0588022827422,57.6
2024,1.96117824426265,13.1318392367639,,3.20639864099661,
