Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,1.90839875422859,,,,39.6
1982,0.940170202068046,,,,37.4
1983,1.65998003994439,,,,35.2
1984,9.43711188705959,,,,33.1
1985,9.16962852707064,,,,31.2
1986,11.5388956805806,,,,29.5
1987,7.24611269504145,,,,28.1
1988,9.98613814459146,,,,27.0
1989,6.26653183126851,,,,26.0
1990,5.7228684529764,,,,25.3
1991,-1.68474926558146,,5.14,,24.7
1992,3.35471559982065,,,,24.2
1993,5.43720892471435,,,,23.8
1994,3.95570416288516,,,,23.5
1995,4.01375437413185,,,,23.1
1996,4.48268214386603,,,,22.7
1997,5.46861986409,,,,22.2
1998,-1.77595335466278,,,,21.6
1999,1.82436633230189,,,,20.9
2000,8.46930909930006,,,,20.2
2001,4.07351451919244,,5.12,,19.4
2002,0.797218805613539,,,,18.6
2003,-4.25794420201746,,,,17.9
2004,3.68423412350383,,,,17.3
2005,9.44452895015881,,,,16.8
2006,2.85800106872907,,,8.48748575845878,16.4
2007,0.305516416409375,,,4.48088608614726,16.2
2008,11.0104297068936,,,5.30029675072585,16.1
2009,-3.5715108939693,,,2.05793709041836,16.1
2010,0.0951505914335229,,,0.850878649795842,16.1
2011,1.52991480984264,,,5.83516519570859,16.3
2012,-1.04787778946711,,,0.816089281562427,16.5
2013,5.64641698929439,,,1.10698554000138,16.7
2014,7.53127511202617,,,0.247865392364864,16.9
2015,0.69841246781877,,,-2.30187563045608,16.9
2016,3.95919692482656,,,-0.687037123294052,16.7
2017,0.274193507101955,,,0.694916711613536,16.5
2018,2.09466207201663,,,-1.03712214131572,16.2
2019,3.06102179372833,,,-0.329562063663953,15.9
2020,-15.1537081395497,,,-1.16724501769354,15.5
2021,0.597261391032816,,,1.19568887038398,15.1
2022,10.4699702585236,,,2.66817533111249,14.7
2023,4.21922670640038,,,3.55711230848244,14.3
2024,0.982866431079771,,,1.09538753034508,
