Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,,,,,102.0
1982,,,,,97.5
1983,,,,,93.0
1984,,,,,88.5
1985,,,,,84.1
1986,,,,,80.0
1987,,20.0,,,76.4
1988,7.69755768557008,22.2222222222222,,,73.2
1989,-6.95047420490647,21.4285714285714,,,70.6
1990,31.8527372518528,23.3333333333333,,,68.7
1991,-6.9637748965612,22.0338983050847,,,67.8
1992,-16.8801033284759,,,,67.5
1993,-0.70795577280451,10.7784431137725,,,67.6
1994,-18.9924697404977,8.48623853211009,,,67.8
1995,-8.85049827300539,11.9325153374233,,,67.7
1996,4.88281215588242,7.77677419354839,,,67.1
1997,-12.8895821438518,17.8667866786679,,,65.9
1998,5.30847915925526,19.0782422293676,,,64.0
1999,14.3821501150928,15.4574918972825,,,61.3
2000,3.38607015598539,18.5142638330461,,,58.3
2001,2.27429126448536,14.6720288448204,,,55.0
2002,-1.71993686168285,12.919982316534,,,51.7
2003,1.26454237644147,14.0055550879556,,,48.6
2004,3.00488650007382,13.9189921430507,,,45.7
2005,10.9273057666726,14.6464363697441,,,43.0
2006,8.92835366680281,11.708391388377,,,40.7
2007,9.00626645930463,9.84814814814815,,,38.7
2008,12.5329864814578,7.03052354962604,,,37.2
2009,4.02604918231428,7.44128725417021,4.0,,35.9
2010,6.98701634742274,7.1284298188372,4.0,,34.9
2011,12.2971678479084,6.63145892096261,,,34.3
2012,8.70665885774136,5.94104851423896,,,33.9
2013,7.77319736128649,6.06285750091753,,,33.7
2014,7.83190052629024,6.58395408081004,,,33.6
2015,4.09291832714018,9.57948586979944,,,33.8
2016,3.79096200658724,8.99220336037538,,,34.0
2017,4.09374782222559,15.1866779165599,,,34.2
2018,3.83102484770528,11.9695960863196,,,34.1
2019,3.98119112698603,12.3076777311057,,,33.8
2020,3.67579761156229,12.174441735313,,,33.2
2021,4.07165530742274,11.8853198953298,,,32.6
2022,4.17079684424029,11.4144727279774,,,32.0
2023,4.36243135913014,12.7079042982832,,,31.2
2024,0.489419163225776,,,,
