Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-0.276653761516926,24.1030980623394,11.35,7.62748656814276,11.6
1982,0.622329065147227,23.7618826871375,13.0,8.72654906555468,11.1
1983,0.319812571005968,23.4186755594308,11.66,7.66160983743884,10.6
1984,2.46792120866535,23.3482159754814,11.882,6.34177491009125,10.2
1985,1.62151904693751,22.8336885831274,11.321,4.86873399496946,9.8
1986,1.78646985792142,22.687508927644,11.28,1.2943681910248,9.5
1987,2.21947823908795,22.5216395173423,11.257,1.55338261314948,9.2
1988,4.39079485847489,21.1432035444767,10.127,1.16093493415325,8.9
1989,3.09399911803459,20.4558333384452,8.284,3.10705065111094,8.6
1990,2.8302678771237,20.2172850732894,7.25,3.44831217961808,8.3
1991,1.45537186156888,20.8629258399334,6.984,3.21531069260809,8.0
1992,1.11956566849732,20.9609310665367,6.702,2.42795567164616,7.7
1993,-1.34799947777529,21.2946426523691,8.078,2.75442643473461,7.3
1994,2.90931869867012,21.1019338255165,9.645,2.37754084476398,6.8
1995,2.17055024299408,21.2989651245599,9.337,1.46796699090271,6.4
1996,1.12365026891848,21.7183862211024,9.483,2.07702107350674,5.9
1997,3.54280305613241,21.1513979156766,8.95,1.62816049512958,5.6
1998,1.74434797656973,21.0949180608347,9.322,0.949250288350616,5.3
1999,3.30568109675036,21.2820398534755,8.649,1.12084823417844,5.0
2000,3.46547823151502,21.0401971476314,6.586,2.54451776190909,4.8
2001,0.752467698420773,21.3136063380204,6.178,2.46925823086077,4.7
2002,1.25199428184297,22.1388815392458,6.91,1.64521436175358,4.5
2003,0.615852527269695,22.4843723439742,7.68,1.58896399970379,4.4
2004,3.1239312841995,22.1972126513166,7.363,2.09728311239315,4.2
2005,1.76045646457337,22.093997631255,8.44,2.78143263670022,4.1
2006,1.87817418916214,21.9387885339603,8.246,1.79120770070459,4.0
2007,2.91838151983706,21.6158948183584,7.459,1.82305630026808,3.9
2008,-0.343476136908251,22.6661446948071,6.976,4.48944420508402,3.8
2009,-2.69253471722568,24.1041091935264,7.908,-0.0531456741253725,3.8
2010,1.77618341639121,23.7260022508386,8.293,2.18929920422458,3.7
2011,0.613616927857308,23.8730556199494,7.14,3.53208210722743,3.6
2012,-0.403775116080638,24.1930798182891,7.542,2.83966343445896,3.5
2013,-0.166173060728624,24.205791803329,8.425,1.11309594027539,3.5
2014,1.31477462306464,24.1169029008666,8.523,0.340002833356965,3.4
2015,0.887876358046185,23.681203644432,8.482,0.561429152790087,3.4
2016,0.682454832714654,23.3498908084191,7.83,1.97385264653175,3.4
2017,1.08431151262542,23.1178023270709,7.09,2.12597086002608,3.4
2018,1.41528937457539,23.1696191313969,5.941,2.05316499865184,3.3
2019,1.89071932044187,23.0038112825895,5.364,1.4368195699643,3.3
2020,-5.20244011003201,24.3008045914304,5.545,0.740791812220353,3.2
2021,5.77134564278701,23.8396339313803,6.248,2.44024851144083,3.2
2022,3.42016830765408,23.4860801776799,5.57,9.59751172872501,3.1
2023,0.281207552235884,23.7766450906713,5.547,4.04901077613945,3.0
2024,0.258325283022586,,5.701,3.14349136500037,
