Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,10.8937107950984,,,,80.9
1982,-2.13462947065983,,,,77.5
1983,-2.06965855785538,,,,80.1
1984,2.75819408945883,,,,70.6
1985,0.0573666967943325,,,,67.4
1986,7.90427711581094,,,,64.5
1987,10.2434100292501,,,,61.8
1988,1.7747005919102,,,,59.5
1989,7.78953833281126,,,,57.8
1990,16.2146112334514,,,,56.6
1991,-2.24655686710582,,,,56.3
1992,-0.628243223697382,,,,57.0
1993,0.144296675318145,,,,58.6
1994,2.41186741866038,,,,60.5
1995,4.90979851576942,,21.65,,62.6
1996,1.80600294440067,,,,65.4
1997,1.38270957612821,,22.5,,67.7
1998,1.29408466024987,,,,69.7
1999,1.8393498509695,,,,71.5
2000,0.721284048018873,,,,73.0
2001,0.12696384610247,,,,74.3
2002,3.55476544147677,,,,75.2
2003,3.17329854829225,,,,75.9
2004,3.00023497918491,,,,75.7
2005,5.42281896170888,,,,74.7
2006,5.4630056108761,,,,65.6
2007,3.83511662220187,,28.24,8.0760882786158,66.3
2008,0.143515394199895,,,12.6574601863917,68.5
2009,0.916041531505044,,,7.44823423445757,65.5
2010,3.18713606361428,,,4.50923691774372,62.0
2011,1.68167589009241,,,6.10742714590245,57.8
2012,4.83113329998926,,,8.9396468278821,58.0
2013,3.29806045225357,18.8464783708788,,5.6213062346895,57.4
2014,0.87270147026986,19.7338730434494,,5.68134885776449,57.9
2015,1.4652656940759,22.7181370516426,,4.95124493704916,54.9
2016,4.06628007387495,24.588105940075,22.718,7.84727459085682,52.0
2017,0.695732344818197,24.5321765504624,,6.22137528933116,51.5
2018,-0.664046640589206,23.7012140197522,,4.81506167461506,48.5
2019,5.09910496037746,21.7274710754456,,2.59801620311074,48.2
2020,-3.90980700414853,25.3208576586241,,,47.1
2021,2.2464799940044,21.7904289797425,34.153,,45.8
2022,0.0972094593634267,19.5443021164766,,,44.6
2023,2.47023027164144,19.5448464737621,34.61,,43.5
2024,1.62356546179852,,,,
