Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,3.57042439618608,,,,12.2
1982,-0.268580068501166,,,,11.5
1983,5.12204706420198,,,,11.0
1984,10.2535226083518,,,,10.7
1985,8.12880918168268,,,,10.5
1986,12.0400709213822,,,,10.4
1987,7.17639021932308,,,,10.5
1988,5.74727601654992,,,,10.6
1989,5.74760641106589,,,,10.8
1990,3.43486298151443,,,,11.1
1991,1.6594153249851,,6.0,,11.4
1992,-0.43883830028318,,,,11.7
1993,3.38094182895334,,,,12.1
1994,4.67192490428931,,,,12.3
1995,-6.24765118209551,,,,12.6
1996,4.42573962263424,,,,12.7
1997,3.33223171042644,,,,12.7
1998,2.76572360104406,,,,12.6
1999,1.94235195854947,,,,12.4
2000,4.43708445751554,,,,12.2
2001,-5.99992111346744,,8.42,,11.9
2002,-0.235736724833515,,,2.40765801293491,11.6
2003,4.91622766558386,,,1.99353055152454,11.3
2004,4.64519467801469,,,2.03007757853237,11.0
2005,5.28070690333209,,,2.09875196709307,10.8
2006,11.3196408319242,,,1.78778537419121,10.5
2007,7.84344693304287,,,1.41605259409741,10.2
2008,-1.47076894898352,,,5.33380639820233,10.0
2009,-13.2817680568047,,,-0.550159995508911,9.7
2010,-9.0794536101368,,,3.37002540220151,9.5
2011,-3.10800074739414,,,3.45674967234604,9.3
2012,2.27378133147778,,,3.37688044338876,9.1
2013,-1.50846791062001,,,1.05949782356172,8.9
2014,1.39120573166151,,,1.08944157435359,8.8
2015,0.691094824520249,,,0.968993458825594,8.6
2016,3.47228425039911,,,-0.489437796230531,8.4
2017,2.1461875762954,,,2.43248789041367,8.3
2018,6.17448976886325,,8.78,1.20715793367006,8.2
2019,2.67761319425004,,,1.43135598182988,8.0
2020,-19.2945462845167,,,0.625989707046714,7.8
2021,7.58367481372255,,,2.06299638545329,7.7
2022,8.53077119658229,,,7.53107834634287,7.5
2023,1.90488641843235,,5.37,5.06713865364216,7.3
2024,3.82019143947201,,,6.19886698842119,
