Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,0.919859630474079,,,,129.1
1982,0.510585365650073,5.4708754567705,,,127.8
1983,10.0878341510118,6.05033852332866,,,126.6
1984,0.713603679143347,10.0164711726446,,,125.2
1985,20.5709907410675,11.7458857327408,,,123.8
1986,-6.90931230128309,13.9063450213389,,,122.4
1987,-5.74954425120706,15.825724298962,,,120.9
1988,11.6376083255956,12.7068392748719,,,119.4
1989,1.38861691573101,15.0455519137446,,,117.8
1990,-6.79304926645921,10.0460309586386,,,116.2
1991,4.63768980189951,8.9134320968893,,,114.7
1992,3.51468324179906,9.19817556258545,,,113.3
1993,-17.6741907153315,10.0472808872524,0.7,,111.9
1994,7.63158984118191,8.07569996025979,,,110.6
1995,-3.12782188685436,7.26865987143635,,,109.4
1996,-2.21398378146705,7.89557643480366,,,108.1
1997,2.06853854379148,6.52730518893146,,,106.8
1998,3.33471416669188,5.62853278406866,,,105.3
1999,-4.11148625897326,6.92631260614753,,,103.7
2000,-4.24950215726395,7.71826323002747,,,102.0
2001,7.95445706851376,7.4899498087107,,,100.3
2002,4.77730878817857,7.70536802214167,,,98.5
2003,10.2279881024888,7.58790625691191,,,96.6
2004,27.8073148152989,4.90858965673958,,,94.8
2005,12.6968038843229,7.82751781878661,,,93.0
2006,-4.03678482481752,8.38956498794458,,,91.0
2007,0.822607255982206,10.5512916513976,,,89.0
2008,-0.437230510661095,10.8613901182901,,,87.0
2009,-4.801397673172,12.2787391613179,,,84.9
2010,9.92359181592764,10.9370714292223,,,82.8
2011,0.927026742128263,12.0219212195258,,2.02924053678259,80.7
2012,5.28853379904473,11.4888192552861,,7.51662364663832,78.6
2013,-0.797612798376647,11.3877074043518,,0.222671564624585,76.6
2014,-1.51638260790634,8.71275886033188,,1.68197313925665,74.8
2015,0.0739226339686638,6.99882928975911,,4.37712665065658,72.8
2016,-7.09225751769129,10.8312408448115,,-0.792440525236024,71.0
2017,-4.8273779731765,9.56813070886601,,-1.5370996298085,69.2
2018,2.24768972082788,8.15520088031379,1.135,4.27462198610548,67.4
2019,2.04928608343727,8.48865154975086,,-0.971939175419342,65.5
2020,-3.52796668282519,9.63713677698176,,4.46414437232861,63.6
2021,-3.10157373516111,9.33553170706264,,-0.772844370359154,61.9
2022,9.06080928066861,8.8051701758117,,5.78802687843618,60.3
2023,-0.537599858030831,9.0248806892315,,10.8363568399842,58.7
2024,-1.35007434679341,8.72395477283396,,8.89950732263755,
