Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,,,,,15.2
1982,,,,,15.1
1983,,,,,14.7
1984,,,,,14.0
1985,,,,,13.2
1986,,,,,12.4
1987,,,,,11.9
1988,,,,,11.7
1989,,,,,12.2
1990,,,,,13.2
1991,-12.1807171746431,,,,14.3
1992,-31.1775189815565,,,951.6961948708,15.2
1993,-3.09071293426223,,,108.989540624323,15.7
1994,3.9147913524223,,,35.9247053929642,15.9
1995,0.4776963533307,24.3091375509984,,24.9759355316751,15.8
1996,3.45875626105796,22.6105142061952,20.93,17.6104698431032,15.3
1997,10.2650977955077,21.6150158493476,14.9,8.44738342092952,14.4
1998,7.5594343825196,23.25351553711,14.454,4.64421422660788,13.4
1999,3.65872177157615,23.185658931445,13.79,2.36481836111807,12.5
2000,6.86619861333267,21.4196678660864,14.211,2.65425477796047,11.6
2001,7.8444195658347,20.9705592163701,13.821,2.48704003555457,10.8
2002,8.92368151151518,21.3131866017934,13.829,1.93887573855896,10.3
2003,9.48207219023105,22.0849455815967,12.061,2.94264752948472,9.7
2004,9.91817299610062,20.6903575535647,11.708,6.19238547197441,9.2
2005,12.8279409524173,18.6297888598336,10.033,6.74845027893111,8.6
2006,13.8646922612695,18.1781962805696,7.03,6.53619908765878,8.1
2007,11.3194013044585,18.600884165274,6.052,10.0929775849168,7.7
2008,-2.36803650613602,20.7010687057421,7.739,15.4023191064986,7.3
2009,-14.6423127971401,19.5738971708732,17.515,3.53410672858941,6.9
2010,-1.63514379125596,18.7899697736523,19.482,-1.08463595015159,6.5
2011,4.92957999064132,19.2557040077919,16.206,4.37073559939224,6.0
2012,8.64449958601972,17.988056098072,15.047,2.2577892437459,5.5
2013,3.19545170389934,18.2811109375838,11.867,-0.0294547782578812,5.0
2014,3.06097381676449,18.4883353835292,10.846,0.620490636732384,4.6
2015,4.63645212679371,18.7095636533339,9.873,0.174242243625212,4.3
2016,3.49318640044002,18.476344400199,9.643,0.140633334505294,4.0
2017,4.31935869681359,18.6703159549355,8.715,2.9303631237467,3.7
2018,5.12560422080688,18.5352676047473,7.412,2.53445424186594,3.6
2019,1.37774612596324,19.8089011462475,6.312,2.81140920075619,3.4
2020,-2.78996380720736,20.8896933172828,8.098,0.219064904842114,3.2
2021,7.8481957927218,21.7309999551168,7.513,3.27582937431156,2.9
2022,2.08341978656944,20.4868935800669,6.815,17.3102830198815,2.7
2023,2.96038967293167,20.2100836601062,6.465,8.93804623316639,2.5
2024,0.359553536086494,,6.884,1.26579885828729,
