Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-9.00391241881118,12.7208169243338,3.1,,26.9
1982,-10.7713482626281,14.9678093361773,,,25.4
1983,2.73304290430794,15.9372932973764,,,24.0
1984,1.34961001401166,18.0983195579904,,,22.9
1985,-8.12303760275989,20.034669226503,,,22.0
1986,-2.42823907607398,23.9386747416532,,,21.2
1987,6.44724314575416,21.4383789278959,,,20.7
1988,3.19312676440913,21.4290545073644,,,20.4
1989,-3.14702885262435,21.5945744582074,,,20.2
1990,0.893819936325329,21.2953484569812,,,20.0
1991,13.8269392087557,20.5716423659497,,,19.7
1992,3.92058393511722,20.9822633412881,,,19.1
1993,9.93939920516908,19.5881020204126,,,18.2
1994,-2.84120790487738,18.4849398783632,,,16.9
1995,1.2311327478419,18.3338105055733,,,15.6
1996,1.40416077716732,17.7977911036114,,,14.2
1997,0.411529525314464,17.133927523155,,,13.0
1998,2.06527153677192,18.2617851870899,,,11.9
1999,1.58798229607446,18.3063975171692,,,11.1
2000,2.55964691370853,16.2088242630552,,,10.5
2001,-1.18735356761402,17.2604850298514,,,10.1
2002,-3.81287513307996,17.6690249392874,,,9.7
2003,-1.20657192911173,17.3159819698232,,,9.4
2004,-0.710582645687865,15.43849075531,,,9.1
2005,-1.04880316974081,14.0567332418424,,,8.8
2006,-1.47038032480991,12.7112200856881,,,8.5
2007,0.0756469326690166,12.0997787155712,5.6,,8.1
2008,0.0637144631576234,11.2930187332554,3.7,,7.8
2009,-3.97919772562874,13.9782278252058,4.0,,7.4
2010,0.0771669589062469,12.3894325358045,1.13,,7.1
2011,4.78747209697194,13.3095861279241,4.0,-0.40004069748808,6.8
2012,2.60578123430011,14.8557525893975,1.2,2.75739669962981,6.6
2013,1.5766868455926,14.9618991678442,,3.30001156888437,6.5
2014,-0.560855463138182,15.4830749544723,,2.64755321246194,6.4
2015,-1.66329278716239,16.8844595527265,,1.8486274237498,6.3
2016,-0.0791098754103388,16.2780349588925,,2.78679347602043,6.3
2017,-0.457057166110175,15.8528821640076,,1.38671830576399,6.3
2018,1.91849572888873,15.5591909844562,,2.08766938046983,6.4
2019,3.38274086937953,14.9942124539716,,1.00582004702132,6.5
2020,-5.17307400932464,16.5555429863148,,-2.31770629331375,6.6
2021,2.11919822497499,15.2083548234166,,-0.606319385140878,6.8
2022,4.76451212539493,13.6922335799518,,3.62574104304489,7.0
2023,0.42885937985659,14.6137011761089,,0.0746206782191527,7.2
2024,2.26433351806703,,,0.919635459817729,
