Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1991,,,5.91,,
1993,,,7.22,,
1994,,,5.74,,
1995,,,4.94,,
1996,,,5.1,,
1997,,,4.14,,
1998,,,4.17,,
2001,,,7.54,,
2002,,,5.37,,
2003,,,3.61,,
2004,,,3.45,,
2005,,,3.54,,
2006,,,2.62,,
2007,0.141681726123494,,3.83,,
2008,-3.20928610347219,,3.97,,
2009,-9.78775091467642,,6.04,,
2010,-5.37886645271013,,6.68,0.276140861750094,
2011,-1.57276020805743,,6.78,1.32543575779668,
2012,-1.48099828738833,,6.21,1.18894845245605,
2013,-1.34351961199967,,6.27,2.16061146813395,
2014,0.0864584263895267,,4.7,1.27397911533384,
2015,0.360803236980843,,4.24,-2.34752770165615,
2016,0.85449283996779,,,-0.625258358618096,
2017,0.889645893903833,2.01383567825568,,,
2018,2.04407129171315,2.11133272268875,,,
2019,1.77641822923059,2.35481309963543,,,
2020,-6.83262842880404,2.55899941849603,,,
2021,2.77415090691775,,,,
2022,2.9780272878493,,,,
2023,2.29214328757428,,,,
