Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-0.712787651436997,27.4580674157638,9.2,11.7673874344182,8.0
1982,3.96848147503196,27.8424096439679,10.0,10.1208256779823,7.9
1983,2.72531731589652,27.1227917696409,9.745,6.90822881158842,7.9
1984,4.39400889972002,25.2314619782826,8.867,6.29077936023771,7.9
1985,4.11088238008001,24.6710934679844,7.797,4.67875145183251,7.9
1986,4.59344206518372,23.6200757088112,6.033,3.67818411863453,8.0
1987,0.335785646373267,24.3499141634703,6.091,4.01999345683162,8.0
1988,0.224236933429594,24.7037247552177,6.486,4.5351330101572,7.9
1989,0.636785441701889,24.3815411632282,8.149,4.77272342435523,7.7
1990,1.49524829012768,23.9117243303695,8.338,2.64160306382,7.3
1991,1.1952189616914,24.2558242437252,9.099,2.39515331724415,6.9
1992,1.68600814422976,24.1550076813151,9.027,2.09604442933217,6.5
1993,-0.411249992824509,25.315961252613,10.719,1.25785667953258,6.0
1994,4.93970794392429,24.4267829399267,8.036,1.99201463809525,5.7
1995,2.50262818967406,24.0726833081959,6.992,2.08360842382847,5.4
1996,2.31508116508303,24.1248436883406,6.844,2.12629802275584,5.2
1997,2.74063896703012,23.6796451863993,5.4,2.18216677907116,5.0
1998,1.95536592147863,24.1447910911229,5.039,1.8456512200789,4.8
1999,2.62716376228171,24.3766018767376,5.141,2.49779544404529,4.8
2000,3.37790720232864,23.8904895144931,4.476,2.90328203236453,4.7
2001,0.588959728591007,24.3116116711211,4.164,2.33787000255262,4.6
2002,0.13609648331196,24.8477658486744,4.274,2.42443661219696,4.5
2003,0.168251992521974,25.0007505768517,5.398,2.07507820646508,4.4
2004,2.51108744805822,24.8732294572073,5.204,1.15435693124932,4.2
2005,2.07801485327876,24.4356057323132,4.83,1.81781458291254,4.1
2006,3.47585987311464,24.1607314049511,3.897,1.92422138464594,3.9
2007,0.540321532272571,24.2779391801677,3.801,1.69326586220316,3.8
2008,-1.00055940971312,24.9864493189355,3.683,3.41626794258373,3.7
2009,-5.48158280998165,27.8156943528533,6.409,1.30470991024336,3.6
2010,1.13266938250023,27.3361076692926,7.746,2.31092436974793,3.5
2011,0.894526404293345,26.5405591973408,7.769,2.75868226051242,3.5
2012,-0.380977125445526,26.5003228378334,7.798,2.39791485664643,3.5
2013,0.970845909690212,25.9285043343491,7.384,0.789071780078059,3.5
2014,0.765766155124069,25.7974203785069,6.925,0.564020540449519,3.5
2015,1.38566632188861,25.5463558237146,6.278,0.452034153691592,3.5
2016,2.27180151789635,24.9429154800128,5.989,0.25000000000002,3.5
2017,2.39559065097636,24.4496622577768,5.833,1.14713216957606,3.4
2018,1.35619600199787,24.3811073900807,5.131,0.813609467455621,3.4
2019,1.34779245340653,24.2047767614883,5.018,0.758131572511616,3.3
2020,-2.06613837683189,24.6799875258246,5.644,0.420711974110097,3.2
2021,6.91766402041216,23.8455501887973,5.065,1.85304543989681,3.2
2022,0.743682017534567,21.6810844158444,4.434,7.69656699889264,3.1
2023,1.73831325885025,22.4815247693833,5.094,3.30517811237605,3.0
2024,3.15512705744089,,6.151,1.37220049768919,
