Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-2.18984863095589,,7.23,,22.5
1982,-5.21092771385968,,8.39,,21.5
1983,0.146322174139996,,9.06,,20.7
1984,3.22323163924484,,17.02,,20.0
1985,0.742566225121294,,18.85,,19.4
1986,4.77732628524372,,17.88,,18.8
1987,2.32739077995596,,17.94,,18.2
1988,3.31103086007256,,17.57,,17.6
1989,3.46112223905399,,14.06,,16.9
1990,-3.48446373308892,,8.16,,16.2
1991,-4.19297972140554,,7.52,,15.5
1992,-6.01646094594412,,22.94,,14.8
1993,0.499601553882883,,24.54,,14.2
1994,1.77956018959978,,22.98,,13.7
1995,1.85087792828587,,19.66,,13.4
1996,3.87935174789631,,14.71,,13.1
1997,4.6969925195591,,14.61,,12.9
1998,3.71107319952964,,12.4,,12.8
1999,0.303697654101299,,10.61,,12.9
2000,4.62813476022488,,9.35,,13.0
2001,-2.50014582126161,,9.85,,13.1
2002,0.129980080742214,,10.32,,13.3
2003,1.54960907235986,,11.0,,13.4
2004,0.834158697576243,,,,13.5
2005,3.41073813264568,,,,13.5
2006,5.56141136626411,,,,13.4
2007,1.5952928300061,,,,13.2
2008,0.107256161301009,,,,13.1
2009,-5.50548928278754,,10.02,,12.9
2010,-2.61559986287267,,10.69,,12.7
2011,-1.05353551011096,,,9.43220240177219,12.5
2012,-0.600919440264519,,,4.53334753888772,12.4
2013,-1.26956270224146,,11.55,1.81410436049102,12.2
2014,-0.163173017240183,,12.17,1.76950322089726,12.0
2015,-1.07426728994763,,9.803,-1.11278992510965,11.8
2016,1.57057863064074,,8.247,1.28192813061895,11.5
2017,-0.0763346486714909,,8.62,4.66018463955998,11.2
2018,-1.36417522426169,,8.321,3.67381410406796,10.9
2019,0.475051848593893,,8.41,4.10028964518462,10.5
2020,-15.2024233113658,,,,10.2
2021,-0.413697039221532,,11.015,,9.9
2022,17.7614916652573,,7.261,,9.6
2023,4.08718373049098,,6.54,9.79207077126447,9.3
2024,3.75186089014285,,,-0.462229168356189,
