Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,6.23490597447503,6.86126072226322,,,51.2
1982,-4.10505117418042,7.09215239335721,5.61,,49.7
1983,-5.72741738592531,7.23911794081834,8.25,,48.0
1984,-0.0413519355069241,6.67718749188918,7.33,,46.4
1985,1.6132735278771,6.67831302162834,5.13,,44.8
1986,2.03507060867297,6.8355514993471,6.1,,43.3
1987,4.58743050308126,7.33900022268439,5.51,,41.9
1988,2.98628798534499,6.27917168818831,4.72,,40.4
1989,4.01513761678669,6.47518847330066,5.62,,39.0
1990,1.33827485725477,6.16494703610531,5.8,,37.7
1991,0.781250906471186,6.63962399123003,5.1,,36.4
1992,-0.91522118243283,8.03321117542784,4.98,,35.2
1993,2.31226251074852,8.67001484717436,5.06,,34.1
1994,2.75714792528987,8.88325722853195,4.41,,33.0
1995,4.29466444194986,8.87135694769523,3.4,,32.1
1996,-0.760754495670795,9.62621865463877,8.15,,31.3
1997,1.91891657612904,10.1839567905594,5.36,,30.6
1998,-2.08878505050501,10.2908406937636,4.417,,29.9
1999,-3.39883387970877,9.89065247505807,5.343,,29.3
2000,-4.18580870385856,10.4050719792481,7.61,,28.7
2001,-2.49369285917085,9.48114361115282,6.206,,28.1
2002,-1.42073243570553,8.39686429853125,9.393,,27.6
2003,3.04557479031354,7.93637429708313,6.814,,27.0
2004,2.86510353489651,7.58724400427132,6.513,,26.4
2005,1.01015474976116,8.11892416861415,4.825,,25.8
2006,3.72097911920059,8.30448470445992,5.277,9.5893494112923,25.2
2007,4.39311756937708,7.67142378869969,4.713,8.13047417698577,24.6
2008,5.46828018339494,7.4300674515924,4.415,10.1547846489023,23.9
2009,-1.27522707842539,9.13708153040746,5.46,2.59194673430567,23.3
2010,9.80314731436218,9.06137526683434,4.569,4.65116279069767,22.7
2011,2.91154988835602,10.0606239849881,4.67,8.25396825396826,22.0
2012,-2.09516519055065,11.7254484481079,4.085,3.67591897974496,21.4
2013,6.74651223749345,11.2997503996766,4.385,2.68385738718587,20.8
2014,3.78558217228387,11.5488457611573,5.034,5.02882767456759,20.2
2015,1.46452366992229,11.8031750486187,4.556,3.12900274473927,19.5
2016,2.76597250767641,11.3629906714553,5.255,4.08682280577241,18.9
2017,3.32962942297075,11.1076787786728,6.138,3.60247741348943,18.3
2018,1.77964425718002,11.5202342968007,6.217,3.97561015740694,17.7
2019,-1.74219112718859,11.9462687058924,6.595,2.75709727562778,17.2
2020,-2.15166731600608,12.6444728382528,7.548,1.76751592356698,16.7
2021,2.76491347457801,12.013631687471,7.311,4.78798310123602,16.2
2022,-0.954302474185837,11.8591269614557,6.755,9.76556667164403,15.6
2023,3.71542341764028,12.1267410499962,5.794,4.63202285403355,15.1
2024,2.97101932232329,12.6163213925712,5.686,3.83540271728534,
