Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,4.1575076485417,,,,
1982,-3.77157928320604,,,,
1983,-0.187516370991148,,,,
1984,3.69754367979189,,,,
1985,5.89771060979822,,,,
1986,2.62544978263597,,,,
1987,7.96631192106287,,,,
1988,4.15595319656742,,,,
1989,3.13034591354382,,,,
1990,0.740886089334552,,0.15,,
1991,0.173550269524853,,0.52,,
1992,2.14651010516232,,0.76,,
1993,2.73013933393034,,1.36,,
1994,5.52987892332438,,1.02,,
1995,4.82284964561106,,0.9,,
1996,6.01996481773229,,1.6,,
1997,6.54193167078098,,1.34,,
1998,6.27762286609592,,1.78,,
1999,8.51597144502081,,1.78,,
2000,1.87954790344263,,1.27,,
2001,-2.37488109909029,,1.12,,
2002,-2.46311446328741,,1.45,,
2003,-3.04540410833893,,2.11,,
2004,1.93839655413686,,2.4,,
2005,3.90506605911179,,2.66,,
2006,7.76432322419438,,2.46,,
2007,2.66666052628214,,2.01,,
2008,1.19257451932671,,,,
2009,-1.90138748845943,,,,
