Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,1.17251396509195,14.443093385214,6.6,,32.1
1982,-10.1292739402363,15.7043238775464,11.7,,29.5
1983,-10.6732559626791,14.5306308617692,,,27.6
1984,-1.59402132372715,13.5933396287662,9.94,,26.2
1985,0.977235886818193,14.4470535147241,,,25.2
1986,8.24266244664604,14.3282770826853,10.7,,24.2
1987,7.38938186968173,13.2243616132581,9.1,,23.1
1988,0.883389730478427,12.1772281635843,,,22.1
1989,0.504600329177435,12.3424030601529,,,21.3
1990,-0.288978937190848,12.0973181409105,8.53,,20.8
1991,2.94354443405069,11.9618423259359,8.95,,20.4
1992,7.33522697716671,11.5840772004318,8.96,,20.1
1993,2.11624610972325,12.1754488074226,8.35,,19.7
1994,6.72380888757364,11.8714549164165,9.04,,19.2
1995,-1.96071762661492,11.8392008061517,10.02,,18.5
1996,5.02200077420791,12.81098519885,11.93,,17.7
1997,7.97449289236334,11.0416263605056,11.44,,16.8
1998,4.00473000143258,10.8980410118412,9.362,,16.0
1999,-1.96688389558119,12.1913473805262,10.466,,15.3
2000,-2.29597374962009,12.3560487504224,12.627,,14.7
2001,-4.08038978630051,12.4920421206891,15.052,,14.3
2002,-7.86190240623733,12.3477943480481,16.648,,14.0
2003,0.734039111911073,11.9890885893952,16.661,,13.6
2004,4.94141016509036,11.0050185738234,12.98,,13.1
2005,7.37434772026329,10.9354580037111,12.009,,12.4
2006,3.98038082694534,11.2852638649094,10.844,6.39764974385131,11.6
2007,6.35892754413862,11.4801831825683,9.403,8.11464561179312,10.9
2008,6.94817225721984,12.2130864916131,8.025,7.87707374730889,10.2
2009,3.99426146565813,12.9437940671953,7.74,7.06221874388573,9.7
2010,7.52764617823019,12.64589594908,7.158,6.69870886978133,9.2
2011,4.90150561357953,12.7604586461063,6.307,8.09283206302989,8.8
2012,3.27196082931438,13.273834491652,6.451,8.097765805736,8.5
2013,4.32675421961548,13.5224297817283,6.444,8.57513504005399,8.2
2014,2.9005302021196,13.6963930072559,6.547,8.87735333229825,7.9
2015,0.0225745559950212,13.8358099973704,7.488,8.66626987079334,7.5
2016,1.35078037686081,,7.841,9.63941347635079,7.2
2017,1.46549073530204,,7.89,6.21809382561856,6.8
2018,-0.0151011267874139,,8.336,7.60653360377048,6.5
2019,0.848968097010115,,8.836,7.88198870879619,6.2
2020,-7.40535234478858,,10.413,9.75640636078194,6.0
2021,5.91510198505092,,9.328,7.74791402314763,5.8
2022,4.66439124923403,,7.877,9.10437983075439,5.6
2023,0.826336249281525,,8.355,5.86910359896118,5.5
2024,3.15371074530447,,8.209,4.84914366613156,
