Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,-7.81953767077424,,,,126.4
1982,-3.61121699593035,,,,125.4
1983,0.398925562456398,,,,124.2
1984,2.14350685089642,,14.2,,123.4
1985,-0.238221364131419,,14.9,,122.8
1986,-0.756799921119068,,18.9,,122.4
1987,0.529253267498703,,,,122.1
1988,2.57767901918209,,,,121.9
1989,-3.31670877387496,,,,122.0
1990,-6.67052697297514,,,,122.3
1991,-2.34465271095358,,,,122.5
1992,-8.87134519094992,,,,122.9
1993,-26.3741958805223,,,,123.1
1994,-1.89306801134029,,,,123.3
1995,11.2224490340233,,,,123.2
1996,9.76893815229339,,,,122.6
1997,3.69291015107152,,,,121.5
1998,1.2453317264635,,,,119.8
1999,-1.13079877894916,,,,117.6
2000,-0.302928309232016,,,,115.0
2001,0.769184668379879,,,,111.9
2002,9.85780236264033,19.1305785372378,,,108.1
2003,-0.545677504743708,21.8542597859949,,98.2241436573304,104.0
2004,7.03277266902487,14.3120629446155,23.643,43.5421067519687,99.3
2005,10.9112436267704,16.0290371753303,,22.953513851394,94.4
2006,7.51431491457519,15.3417224061598,,13.3052101780032,89.1
2007,9.82194382769093,15.5369347037304,,12.2514974459487,83.8
2008,7.04803548922715,16.8146115372764,,12.4758291326398,78.7
2009,-2.90228933630272,19.8985860825078,3.782,13.7302839288409,73.7
2010,0.45432400635525,17.0423458554536,9.43,14.4696564932577,68.9
2011,-0.473683326061277,18.2358592210108,16.77,13.4824679218511,64.4
2012,4.40758705942397,17.8426333032037,,10.2779049218839,60.4
2013,0.990675718833643,21.6219487315047,,8.77781429332625,56.7
2014,0.981943967654047,17.9756586545567,9.579,7.2803873036112,53.6
2015,-2.63070183214901,16.4328328348133,,9.35597215533781,51.1
2016,-6.00264868319587,13.8806850814508,,30.6944150806719,48.9
2017,-3.62075768171319,12.9358193168237,,29.8444799015679,47.0
2018,-4.6659699174492,10.4745435629873,,19.6289379701521,45.3
2019,-4.01001733670611,8.59885628389892,16.431,17.080954143438,43.8
2020,-8.67207617426551,8.64793565020863,,22.271539247051,42.3
2021,-1.96959068680444,7.68345467585382,15.766,25.7542948841891,40.9
2022,-0.143628267802001,8.09626587411972,14.094,21.3552901320822,39.6
2023,-1.98829331292345,5.17178248225276,,13.6441017767715,38.3
2024,1.29293065625025,6.26678930309017,,28.2404948915773,
