Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,,,,,26.4
1982,,,,,24.6
1983,,,,,23.0
1984,,,,,21.4
1985,,,,,20.0
1986,,,,,18.8
1987,,,,,17.6
1988,,,,,16.4
1989,,,,,15.4
1990,,,,,14.4
1991,,,,,13.5
1992,,,,,12.6
1993,,,,,11.9
1994,,,,,11.2
1995,,,,,10.5
1996,,,,,9.9
1997,,,,,9.3
1998,,,,,8.8
1999,,,,,8.4
2000,,,,,7.9
2001,,,9.71,,7.5
2002,,,6.18,,7.2
2003,,,7.77,,6.9
2004,,,9.86,,6.6
2005,,,8.04,,6.3
2006,,,7.45,,6.1
2007,,,5.43,,5.9
2008,3.70447487476251,,8.3,,5.7
2009,-22.8174275175901,,,,5.6
2010,-2.92353368570767,,,,5.5
2011,0.865882697036824,,,,5.3
2012,-6.54753243910046,,,,5.2
2013,-3.51219274120511,,,,5.1
2014,4.37835200669825,,,,5.0
2015,6.58611583730091,,,,4.9
2016,2.46456149346457,,,,4.8
2017,-6.39422942594976,,,,4.7
2018,83.5667997922546,,,,4.6
2019,1.07340727929571,,,,4.5
2020,-35.6362101547339,,,,4.3
2021,27.1739181653097,,,,4.2
2022,12.5841107323701,,,,4.1
2023,12.8670493869653,,,,4.0
2024,4.87181797375062,,,,
