Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,11.4123542413704,20.2677444768847,,,136.3
1982,0.163366515154365,20.8725998330988,,,131.6
1983,6.96747037877745,21.5928104064361,,,126.8
1984,1.30528264426644,24.84659438819,,,122.0
1985,0.834782225993933,25.0339344226382,,,117.3
1986,8.00745745286568,19.5681405393964,,,112.8
1987,25.1788050049129,14.6272918582121,,,108.4
1988,1.67712807389364,13.1528574221365,,,104.0
1989,4.24861837427115,20.4585598407111,,,99.7
1990,7.44206315606186,16.9548905341621,,,95.8
1991,-2.15086741379645,14.1833026168733,,,92.0
1992,8.5856077926902,15.0199330508006,,,88.3
1993,6.23389087430508,17.1028068659331,,,84.8
1994,4.98481583399588,15.5458050931208,,,81.2
1995,8.34574582313611,18.8221086207646,,,77.6
1996,5.41224511341356,21.6999411499903,,,74.0
1997,3.5041831485531,22.7815825177549,,,70.5
1998,3.91677951253379,20.2659871638301,1.4,,66.8
1999,5.54766474341531,19.038518076931,1.4,,63.4
2000,0.881596585426465,23.9398059875044,,,60.1
2001,4.8804269584859,23.6654415671307,1.9,,56.7
2002,8.03559524029754,22.6885287184971,,,53.5
2003,5.5461872466835,22.3087179970698,1.8,,50.3
2004,3.07510668161098,22.8368083833569,2.49,,47.2
2005,5.10597951676202,23.8619695909005,3.1,,44.1
2006,4.23383383576189,23.15827774344,3.13,,41.2
2007,14.7631409986349,20.8380826074402,3.7,,38.4
2008,3.35523609267926,20.7104627326424,,,35.9
2009,6.48266406090858,23.2325552713538,3.96,,33.6
2010,10.7124208428696,21.2189303810615,3.32,,31.4
2011,7.30476940871061,21.1374784281586,3.23,,29.5
2012,4.006257825918,20.2848791621702,2.05,,27.9
2013,0.614996700864396,18.3622984774485,2.87,,26.5
2014,4.74506543590765,18.1267964157003,2.63,8.27106093949328,25.4
2015,5.58370603464722,19.1338713636951,2.45,4.54814395082206,24.4
2016,7.42464056841786,18.1053243492064,,3.21988689395717,23.4
2017,1.21137239128886,18.1851042374345,,4.95508366985128,22.6
2018,2.76296102776938,18.4949254691549,3.35,2.72396386183714,21.8
2019,5.05479153201512,19.1177473889876,2.72,2.72643037388829,21.1
2020,-10.8226112381065,22.3153543493509,5.03,5.62936522632511,20.3
2021,3.68935319221934,22.6722251193985,4.803,7.3468144053353,19.8
2022,4.47661599603487,21.0173313155104,5.947,5.63916671396366,19.1
2023,4.1529098109197,20.2925802198689,3.126,4.22934419929255,18.5
2024,,,3.282,2.76131569624095,
