Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1984,,,7.2,,
1985,,,6.9,,16.8
1986,,,6.9,,15.4
1987,,,6.2,,14.1
1988,,,6.0,,13.0
1989,,,5.3,,12.0
1990,,,5.5,,11.1
1991,,,4.3,,10.2
1992,,,4.2,,9.4
1993,,,5.1,,8.7
1994,,,3.9,,8.0
1995,,,3.9,,7.4
1996,,,5.1,,6.8
1997,,,4.4,,6.3
1998,6.12872599430349,,4.1,,5.8
1999,7.67279692432976,,3.0,,5.4
2000,0.883025780040143,,2.8,,5.0
2001,4.24028336900209,,,,4.6
2002,-0.959002843255874,,,,4.3
2003,2.55977184007274,,,,4.0
2004,-1.17956792743588,,,,3.7
2005,1.12402388406122,,2.11,,3.5
2006,2.63299672869908,,1.63,,3.2
2007,3.5848833240598,,,,3.0
2008,-1.91822422078984,,,,2.8
2009,-14.1287766020679,,4.02,,2.7
2010,-6.05328650752219,,4.37,,2.5
2011,-6.48781473647414,,5.06,2.89979584300121,2.4
2012,-9.40251314800584,,5.19,2.82733224222588,2.3
2013,0.501232920728725,,6.08,1.60439298078072,2.1
2014,0.471381910733299,,6.61,1.11296303373857,2.0
2015,1.53901918424208,19.9905353841669,7.38,0.145686073241017,1.9
2016,1.71366181065986,19.696629853926,6.45,0.644075340346542,1.8
2017,-1.88769119879009,19.867108852768,7.89,1.01413313194516,1.7
2018,-0.555259040981838,19.4112752308576,7.83,1.16333522293151,1.7
2019,1.6505086881123,19.5202935432042,7.54,0.472651967352905,1.6
2020,-6.93518932061001,21.6198092800334,7.23,-0.133368898372899,1.5
2021,15.6202890686694,18.4723388977779,6.34,1.61551411551418,1.5
2022,9.48711055571971,17.09852890289,4.91,5.32545321311364,1.4
2023,,,,5.93190858629402,1.4
2024,,,,1.24216507945573,
