Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,,,8.7,,
1982,,,9.6,,
1983,,,9.25,,
1986,,,6.28,,
1989,,,2.81,,
1990,,,2.831,,
1991,,,3.509,,
1992,,,3.837,,
1993,,,5.527,,
1994,,,7.6,,
1995,,,7.9,,
1996,,,8.283,,
1997,,,9.67,,
1998,,,7.74,,
1999,,,13.95,,
2000,,,15.32,,
2001,,,13.213,,
2002,,,11.39,,
2003,0.371012546622907,,,,
2004,6.05626846413823,,7.7,,
2005,3.29235446239393,,7.0,,
2006,-3.92956765070362,,7.4,,
2007,0.456380842049214,,8.3,,
2008,1.772255039884,,,,
2009,0.14856119478938,,9.3,,
2010,2.04892665177626,,8.2,,
2011,0.0650356763903517,,13.3,,
2012,2.26402706379456,,12.2,,
2013,1.91405054312719,,11.5,,
2014,2.08830750386504,,7.6,,
2015,1.18092123655293,,6.9,,
2016,0.591903022530076,,5.4,,
2017,1.34860712204592,,,,
2018,-0.333833095467511,,,,
2019,3.07547868580322,,,,
2020,-10.7119946566793,,,,
2021,1.07830501841417,,,,
2022,4.17726586538778,,,,
