Year,GDP per capita growth,Govt consumption,Unemployment,Inflation,Mortality rate
1981,7.07660943058386,,,,
1982,-4.47883522993371,,,,
1983,-4.45592693253033,,,,43.9
1984,-2.78476423596697,,,,43.0
1985,0.740327469136076,,,,42.0
1986,-0.576612551612655,,16.37,,41.1
1987,-7.2826049098625,,19.53,,40.2
1988,6.37527017499558,,,,39.2
1989,2.62274680251504,,15.51,,38.3
1990,-5.44552392165917,,15.65,,37.4
1991,2.07639457886468,,,,36.4
1992,-0.2193419760994,,17.28,,35.3
1993,-7.09224118960068,,15.64,,34.2
1994,2.65994989666993,,12.7,,33.2
1995,-1.68317016056574,,8.39,,32.1
1996,-1.12297125235634,,10.88,,31.1
1997,3.52096892509446,,10.56,,30.1
1998,0.211310826230431,,10.63,,29.2
1999,-3.40825462183219,,13.6,,28.2
2000,0.016412852428175,,,,27.3
2001,2.07621012945627,,,,26.5
2002,0.731583130433549,,,,25.7
2003,4.22968365512362,,,,25.0
2004,6.9146916825718,,9.49,,24.3
2005,3.41538457225288,,,,23.7
2006,4.64814560762545,12.6699972245351,,11.2813043273975,23.1
2007,3.92006219934488,10.1228135467064,,6.42627934470524,22.6
2008,2.93593297564139,10.8991544648381,,14.6671427437912,22.1
2009,1.81540250702821,13.1791690167325,8.72,-0.133636646714876,21.6
2010,3.95347703289852,13.3244392562328,7.15,6.94108221639996,21.1
2011,4.64182224452708,,7.54,17.7117796414558,20.7
2012,1.52880858968571,,8.1,5.00686319367274,20.3
2013,1.77805890287095,,6.6,1.92343604108309,19.8
2014,-0.851471419293389,,6.94,3.38341272749477,19.4
2015,-4.45160318607753,,7.22,6.89390359168241,19.0
2016,-5.90338246401519,,7.917,55.4123879763195,18.6
2017,0.547149370341614,,,21.9969430173304,18.1
2018,3.93294702617604,,,,17.6
2019,0.12296002295291,,,,17.1
2020,-16.8738740468232,,,34.889784309078,16.6
2021,-3.31629942420831,,,59.1196626251977,16.2
2022,1.54051769500568,,,52.446027276241,15.7
2023,1.6065973435272,,,51.5873159600861,15.2
2024,1.94075620373914,,,16.2296159130279,
